Order_ID,Customer_ID,Product_ID,Product_Name,Category,Price,Quantity,Order_Date,Delivery_Date,Payment_Method
dd1c676b-06fc-4932-ae1f-da7b9790cc43,623b86ed-3beb-407a-83bb-36f5c8a9a898,7c0282b4-34ed-491e-a4c4-9f80bc13daed,shake,notice,,10.0,2022-03-20,,Cash
02e2d0ac-0ac0-4ea2-ab6f-0bbe8034ca77,3413a5eb-d257-470b-b473-edebd992cbae,42e758c2-36cd-4734-8f1d-53a40443c437,picture,,296.35,,2021-04-17,,Cash
7b1f829e-2e29-429b-8aa2-f2ff1f6d7532,4f6f1b01-e15b-4f5a-a358-1fe9c8a0f77e,d8186389-d8ee-4eaa-9157-4dc973520a5f,great,someone,293.51,,2021-11-17,2021-11-20,
98375e89-6dd3-4f99-a37d-6225f25f8f12,,781ec0bc-fe66-4d61-beee-bc1c0704afcb,how,war,913.97,10.0,2022-08-15,2022-08-19,Cash
56cbb623-8fc0-47c5-b041-607335ca7ba5,26a83967-449c-4e55-aa70-12158e3e707a,c91c4bbe-14e3-49b7-b041-a900516ab4ad,college,film,195.39,7.0,2021-06-21,,Credit Card
89a6d123-a260-460e-a70a-852d9f306750,6ccc37b5-878d-429f-8104-f368a54908e8,a5db15f9-097a-4fb8-b7b9-c2fc08da3650,hair,yes,117.3,7.0,2021-04-11,2021-04-11,Credit Card
76287912-960c-4047-8d94-4474af6f842a,96b03b74-4595-4a1f-8fd7-e94c7635ca5a,f47788a8-83bf-4834-a938-cf63d1f3cffb,technology,major,399.61,7.0,2020-04-25,,Cash
,cbe6375a-b400-4b21-9aed-7281e164dbe4,7d7d95e3-2dd1-41f9-bcbe-c04f662d192d,,stay,954.4,3.0,2021-11-24,2021-12-03,Cash
251367df-aa36-4881-a277-5115e4404b13,ad33c209-b71f-44c0-8fdb-b7586afb1cf5,e605b741-ecf1-4469-9212-28e0933defa3,stand,Republican,313.75,,2021-01-04,2021-01-05,PayPal
4064b4aa-83e9-47c9-acea-239a917ee332,34e10f8c-9be0-455d-b5ae-05c9b3f72352,2f785eb1-021e-4530-a2da-f0e8b3cfe212,age,forward,283.65,10.0,2022-12-15,2022-12-23,PayPal
,5b123ae1-0eee-45bd-be24-34e71ef76f00,aa4e9ab7-64e8-4e12-9690-5092719a4908,decide,citizen,93.81,2.0,,,PayPal
9e32f193-b44e-47e3-b12d-3837d76c4a22,24efb1ba-1499-414b-ac22-4605b73c5786,1bc38e5f-18c4-4617-bda1-21cc8303ab09,break,spend,91.09,7.0,2020-08-20,2020-08-29,Cash
fb390adb-06f9-4e7a-a79a-ea996a213645,c1682bac-08c8-4a32-ab3b-adce9464a822,0e70c7ab-0948-42e9-8762-2d9cde4c0461,maybe,place,462.75,2.0,2021-12-16,2021-12-25,PayPal
485a3dc8-bbb5-404f-bfa6-a0c136b336d8,,8a38e7e6-2631-4234-aa8f-39c635de94a1,girl,bag,,3.0,2020-12-17,2020-12-21,
d6048bd8-633f-4451-90fe-7d319b7bdee7,50d37c68-8209-49dc-b2e0-cc22031c1ade,f6e8c657-2151-476a-beba-4712853a505f,her,success,179.85,,2021-10-29,2021-11-03,PayPal
1abac9a0-b6ad-42af-92ac-1d51bbc75294,c1909024-1b1e-432d-8367-5bf540cf2fcd,26c68ffb-aff0-48f5-ad6c-1949ed2de6ce,expert,treat,343.5,7.0,2020-12-09,,Credit Card
,c90761e0-8874-4e6e-9744-750eb119dbc4,96ad5921-4905-42a9-9e0a-bafcd8c6a279,Mr,business,953.77,,2023-10-30,,PayPal
9904f251-d11e-446a-80ec-3404aa9d1840,c605b217-1db7-4eb4-94bf-dedb12494010,14577448-2b5c-434d-8805-76f67543aa5c,ball,,,2.0,2022-07-17,2022-07-21,Credit Card
204f71fb-3619-47f7-971c-bd9e2136f575,d0e53e50-9ef0-43ed-8832-132d0d5d7f52,b01ad05e-645e-46bd-abfa-c94619f95640,pretty,he,,7.0,,,Cash
a8c1e1dc-859f-416e-a7da-cb0de9e01b73,03b4bcc7-ef69-4846-84cd-89dc43c1174b,9c70301b-7526-475c-82de-3608f87ca314,phone,,786.26,7.0,2020-06-24,2020-07-02,
94339915-ca46-4c53-b4c7-d72e7c78ee89,8afff3af-6754-42de-80a5-8ec064952f6f,bd59596e-a7b0-47cb-bb97-bff5e5ad2af9,your,again,290.53,,2022-02-16,2022-02-17,PayPal
,,926d2e41-d356-4c1a-9ab1-90656fbcaad2,allow,goal,339.09,2.0,2021-04-07,2021-04-09,PayPal
66327f7c-77b2-4d24-bbe4-bb4f23f146d7,65d9fcfb-6a27-41b8-82f9-42ab4985e4a5,5c650cda-e932-4ffb-92e8-f5684c532e30,close,,338.2,10.0,2023-04-26,2023-04-26,Credit Card
c11dcd12-0785-4a8b-9bcc-c12b8525146f,f8882063-687c-4804-a560-58ec419b1751,,,general,644.75,3.0,2023-10-25,2023-11-03,PayPal
ae32b43e-f6b1-462c-b3bc-7792c6c993e0,316318f1-65c0-49d8-bf31-eacf65493e34,4e626d9a-0bf5-44ed-8671-99d535c6fe08,show,participant,321.17,4.0,2021-02-25,2021-03-06,Credit Card
aae74182-9a19-45e4-a877-ae2f7bc6da45,5e954335-7e6b-454b-91a1-6c0befa7b1b4,6f96dcf4-ab5d-4625-b8b8-f258a230a750,different,marriage,,5.0,2022-11-20,2022-11-21,PayPal
03e5a7db-cc31-4ca8-afa7-7c29a7176864,f9b7d49b-51e7-43a8-940f-a48d3f52b12f,7a77b3c5-2e6a-409c-b455-828fe2553da2,wide,poor,664.49,8.0,2020-06-30,2020-07-08,Cash
,,7bb5ec12-956b-41d5-99d2-7c93b65dde1a,,leader,781.99,10.0,2021-05-21,2021-05-25,PayPal
197b5525-6426-4a73-add1-29199a711e10,3bca2ed1-1807-4efc-a653-04d4f1cd8742,8e59757d-9a54-457b-9dfa-485ebb6db4c7,probably,pick,572.67,9.0,,,Cash
cec8ffcd-8e88-406d-89c9-3adbe6bda81c,42a02494-a830-425c-a12c-c9dfb6451234,a760190d-dc29-4716-8739-5403f1910c41,all,particularly,323.36,1.0,2020-04-09,2020-04-12,Cash
9242fa48-1385-4537-a5bb-807d5be773c1,fc668293-edfd-4f1a-a20e-bcad9fad49cb,7e10e0f3-923e-4227-8862-ebe42d2bda75,treatment,third,687.76,9.0,2021-06-11,2021-06-11,PayPal
cbe606f7-3151-424e-a406-1e68a84df2af,e41318b7-2a2d-4b1b-ae05-9108b4377789,071635b9-1995-4fe5-9622-f70f8d1d16d0,there,end,,4.0,2020-06-03,2020-06-05,Credit Card
e42024e1-5859-42a9-b1d9-17f67e738f4f,79de9e2e-fbf6-460f-8e66-4f35f8d24d47,b6b62d3c-c494-4e00-b21d-fee7c86b4b8a,practice,continue,47.23,10.0,2022-09-07,2022-09-16,Cash
1cb204d6-e6fc-4810-9eeb-69fb1e56729c,07a22370-c0be-422d-abc1-08d45ab5e656,,,create,213.54,4.0,2022-12-28,,PayPal
4e130bd1-86f9-48be-9c9e-0a5dee7e5baf,18d17edd-301e-432a-a6ad-a9c0f6117045,d151d695-0a17-4f0a-970c-afc2f9843e80,,least,666.43,1.0,2022-05-26,2022-05-27,PayPal
99c1253c-6a09-4da3-aae3-73cfc3924ed1,fa83803f-e371-4334-b8bc-69f849f35db8,d3e52d16-872c-4e95-aafd-eb2c8efbc6ec,make,worry,577.96,1.0,2023-02-20,2023-02-25,
7bf800fd-bc1c-4c77-8820-c15c010dbfd0,01d43552-50ca-4f6e-88d9-8916636bb747,87f9f88c-6c11-4018-8d55-97238c25a73a,mouth,away,330.14,8.0,2020-09-14,2020-09-17,PayPal
940b81f5-b434-4975-88b1-c20bbac42ef6,e6dde9f3-78dc-40eb-af69-8caad733054e,5cedf5bc-f364-4ead-ac7e-ce3a6412c20a,other,certain,37.55,3.0,,,Cash
c392b027-92d2-4162-8cd8-b375e636f66c,,41b508e6-26b7-41ea-ac2a-e4dcd58132b0,world,reality,729.53,10.0,,,Credit Card
791acf6b-d068-4eaa-8130-9fbe7fc655ed,385cdca9-3b08-4617-8e6a-45457e03a105,900c7b4c-c0b5-4fea-aba4-801e7cb0fde6,its,list,316.69,6.0,2022-11-24,2022-11-29,Cash
f64d1529-f633-4154-b3aa-38d924f9acb4,237def2e-cf9b-40ab-823a-dbd42881a0b6,d546931a-254b-4981-8796-99375e60433a,and,short,38.08,6.0,2021-08-08,2021-08-16,Credit Card
5bb85fdb-9984-4293-bc03-5efac87c0d1f,532dfc5b-bd7c-439e-ad74-1dc7a54686c1,de5d5634-ff52-40eb-9c05-70a46cb96a54,difference,,,1.0,2020-05-23,2020-05-29,PayPal
5295819e-a83c-4da3-b4fb-935ff7129552,ca1a4351-8d0a-400f-9016-bbe2388b7ba5,21a70061-dc39-40fc-8f16-5c81af6aec59,push,investment,729.08,2.0,2021-01-23,2021-02-01,Credit Card
9174c81a-7205-4948-84ae-f37e7b0d98b2,,c4764d3e-6aa4-40a4-8d4f-2c5143a28b38,production,federal,443.67,,2020-11-24,2020-12-03,Credit Card
a5cf838c-5a22-401d-a214-d338ef4255bb,e37f0a03-67c6-458e-94b0-712b00a2a55b,2a45a79d-570a-4cc4-84dc-13b369e5e3a1,,growth,217.01,10.0,,,Credit Card
2c8ceaab-03cb-4e77-b814-b8bcfbd3c57b,a18eeb93-8137-4bdf-8c2d-447c17cdec20,962e59b5-ffce-455b-8207-7a1487220c2f,red,middle,976.12,7.0,2020-10-25,2020-10-27,Credit Card
13b331a2-d466-45fa-880d-6397d92f0cf0,224213c1-2af8-4ed2-850a-440ec7e6752d,1105278e-d0c3-4a46-baaa-6cb89e648e5c,,material,107.11,5.0,2023-08-16,2023-08-25,
82df8c35-b7ae-41ec-bfd2-3005ac4523d0,daaa592c-b0d8-40ae-aa73-b5af7af8dd31,,ball,research,170.28,8.0,2023-11-05,2023-11-09,Cash
ccab35f8-0239-4158-bbce-4e8288c89c4f,,1dda9b10-3150-4109-a831-6e20c666c2d3,such,door,37.19,10.0,2022-06-01,2022-06-05,Credit Card
6c5ebd3a-b75f-43c1-857d-4dae5701c345,387cac9e-eab8-4c10-9d31-24fbd9722d2e,0a307fa8-eafd-4146-aed5-01ecba49d255,green,play,387.31,4.0,2021-05-11,2021-05-20,Credit Card
756db438-3c31-459e-9891-979666ea8d74,4b84631c-710a-4def-9b36-50c5794cadad,10335b35-513b-418a-affd-ee88739ca52e,fast,something,533.75,7.0,2022-04-29,2022-05-03,Cash
177e478c-c92e-423b-bfdb-94d12b508ca6,bc3e1966-97b5-428c-85b4-40a896db9837,3c746b89-346f-44e5-bbc4-467b6b125d99,might,improve,344.16,8.0,2020-08-04,2020-08-06,PayPal
cd31a9dd-e7da-490c-bc52-c0b377990d18,,11d85a46-1ee8-4152-a61b-389edbc256a5,investment,,437.61,4.0,2021-03-16,2021-03-25,Cash
7f0a169e-f93f-450e-926b-9a8bf18d6723,955542b0-488b-422c-be51-6514422f8483,79d69359-a260-4e6c-9941-8874a412b1e6,huge,rule,965.13,,2021-08-07,2021-08-14,
7902f2d3-316e-4765-8f73-6b3d4fc94e22,e3b2394f-3113-4e1f-87e5-bc2b30061048,58c31e66-d95c-4133-8eeb-4bdc84a444ac,trade,his,493.23,4.0,2021-03-21,2021-03-27,Credit Card
c01569f5-8a04-4e6f-837a-76e826a67bb0,b0b65783-b5d4-45b1-a964-ef2ddb0633d3,9a08f435-1f78-4dd4-83ba-5c5b7db306e6,,family,610.0,10.0,2021-09-22,2021-09-26,PayPal
d5c98487-b66b-41a6-8470-bb1ef45da6b3,92a8a6fb-c831-46df-b9d0-52db9477d280,,such,tree,313.86,7.0,2023-04-28,2023-04-28,PayPal
,6bd1f9be-d6dd-4ca0-bf3c-852d0afe80bf,bef9eefe-2e96-4bcf-b6ef-44eb86d9c482,house,year,487.88,5.0,2022-11-21,2022-11-27,Cash
7aaec768-0b8b-4e6b-aa7d-d9d484f28f63,e0edb7f9-8bfe-4d25-81da-571b0a534ccc,8b47eca1-8c4b-4887-b124-c2cea854f7f3,,manager,952.57,5.0,2021-08-10,,PayPal
740adfd3-b104-4b3f-b45e-f029a00410b5,f7bdf6e6-5c46-4adb-86f4-0d966d24d796,2b4b9282-7963-4a54-b809-16531af05f6b,music,according,630.16,1.0,2020-12-09,,Cash
2c63e74d-5c59-47b4-a4c1-9323772e7b72,9c278faa-5855-4af2-ab53-d6d26cd343f9,,consumer,land,363.55,,2022-09-10,2022-09-11,PayPal
ad4ba5ca-eccb-4563-87b7-4d41a40e035c,33df0070-3f3f-408b-b2ea-0685843c09a9,38f838b3-3087-4d03-aed4-2d8bd25eb8a3,safe,natural,992.4,7.0,2022-06-06,2022-06-08,Credit Card
6cbc6706-5697-4088-b1ce-ca24616506b3,7762f297-e696-481c-9d96-e3a931d690c0,fa3c57be-b0ff-47aa-9121-d9bf7d7a1702,worry,pretty,,,2021-04-22,2021-04-28,PayPal
93fdac09-256b-49bb-b62a-0f58f8e747cb,,fbabe44e-b03f-4561-86bd-19d36e45c8e2,around,else,54.85,5.0,2022-07-19,2022-07-23,PayPal
a5715872-676e-4389-bd67-85b4f26eceac,2db1e856-8010-417a-aee3-20e6a2524fca,ef563558-816c-4370-bc05-481049a08878,kitchen,measure,725.37,5.0,2022-10-06,2022-10-09,Credit Card
f9f81d50-0724-46ee-8e67-800f4d8d086a,0d54529e-8e47-4828-9579-e0b74e177b81,b0869410-a3a2-4f04-b39a-36c81ba57720,food,,940.72,10.0,2020-03-05,2020-03-06,Credit Card
04157d5f-fc77-4ba7-8bf8-4bd03331f940,b2627b7e-f59d-4c7f-9023-cee9a5986a3b,0a45e510-af9e-4b5d-96ec-0d8ef098acbf,management,once,,9.0,2022-06-27,2022-07-01,PayPal
f65943ea-b608-43b1-9c12-5d0e5ce80419,,2f225704-efef-4816-be11-7f74a9d8edd9,,report,638.96,8.0,2021-05-30,2021-05-30,Cash
83820522-909f-4078-92a3-bf3326f00e25,523c3093-a367-457e-b088-ec66710227f9,4ca40e74-1773-483c-b217-1f499db7728e,its,develop,894.04,7.0,2021-05-14,,
888c80f6-d653-41ca-9037-5ba375d882fa,480e4687-0469-45cb-8a94-651d691e90c0,fd86cd8b-dd34-4a4e-a5a7-ee4d26356226,put,travel,52.34,2.0,2023-08-29,,Cash
a106c3b3-b82d-4a07-a1f6-9da7485ad235,05dd4cc2-3dba-4a88-953e-14d9c2af25b9,77e939b4-fbd9-48f6-bff7-3df35f7b5f02,way,analysis,448.85,7.0,2023-06-14,2023-06-16,
f1a797e3-ad57-47d9-af2b-56c6ebd8bd85,,999002a6-acc2-493c-a5f1-b04efde373ea,sound,recognize,412.59,9.0,2021-04-14,2021-04-19,Credit Card
,69692ed8-2a6e-4889-a907-50a80fbf1804,e5942d8f-e305-4bf7-98c0-930d2a01eca0,operation,stage,437.64,4.0,2021-05-24,,Cash
93dd8a5d-e72b-4d84-a737-64d6ac752153,890a8ceb-8b13-46e9-b8e6-a110e4a1281e,c3903abf-2db8-4463-8ecc-40eb5485e4c7,contain,special,210.33,,2022-02-14,2022-02-14,Credit Card
a7f7ba59-41cc-4067-b6de-c4d0431e7286,cd8e4205-aa89-4174-a664-45beb6fae02b,3b735c74-d919-4227-9085-f0cb71b83b0a,over,environment,21.6,3.0,2023-01-02,2023-01-09,Cash
05536c48-820c-41f4-a7a1-564b6dce1422,0e520178-08ec-417c-96d7-32f860d3790b,54f8e063-7c32-42e4-8efa-a8de68c6de04,land,it,818.36,4.0,2021-07-25,2021-08-02,PayPal
7d15f6fa-177f-4390-bb24-923ce14fa885,e141b989-034e-46dd-98e1-1b1b50528f95,74acf388-c2fc-4cd8-8818-030bc32e42c2,agent,wall,631.86,3.0,2023-09-13,2023-09-18,Cash
78a56950-63f7-412b-b02f-51b71cc4e4e0,,,serve,seem,681.53,5.0,2020-09-26,,
40ff2cae-df9a-4eee-90d0-40b40edcceb1,3f1b1331-f43c-4eca-8b8c-f88ce9bdfac7,3e699c47-c94d-4294-86b0-fb8ea1fc6dc5,during,quality,834.37,7.0,2020-11-20,2020-11-26,Cash
db2e847a-0b06-4157-9e2f-39565b99deec,0094ddcc-f629-48a6-b4c2-3dfa78fdc001,e787355f-9c57-4ee4-9dce-7d52c76e29e3,attention,,819.72,3.0,2021-08-08,2021-08-08,
88446590-a69a-40b7-bb08-afcfb9287528,3814a40a-2643-4dad-b008-5d750beb689b,65bfbd05-705b-4349-96b7-fd89788cd67a,,foot,470.73,4.0,2022-12-13,,Cash
a83e7901-c656-478e-88a3-8e7262a29666,cd18480c-de6d-452f-b34f-0954bba87c1a,d64ad990-485b-4935-8934-177b853c97e3,maybe,finally,633.93,5.0,2020-11-11,2020-11-15,Credit Card
b640d9d8-92e6-4ba6-8038-6d300377a149,ace87069-62e7-4d4d-9bcd-73ccf4c6b885,bfe0938d-f67c-4d34-8b0d-42a0ccf1df68,this,board,,9.0,2022-03-26,,Cash
4a98b991-bec4-4711-963d-cf1efbf8595d,b4ac36e2-537e-4996-b433-8a0de0480d60,be2a9b08-afb1-4aa4-88c8-5e02401de057,both,east,158.1,3.0,2021-07-01,2021-07-04,PayPal
06a715b9-c69f-4999-ab09-2156704bdaca,9463182f-ac53-449b-b920-c25cff051fcf,9111720b-ffcb-4643-983f-59aea4b1bf40,matter,support,,8.0,2020-01-27,2020-01-29,Cash
,6b27619a-6d85-4e3d-9623-cbd56ac631df,1d077ad7-b481-49d5-8a2b-116b17352301,record,this,,6.0,2020-10-28,2020-11-01,PayPal
71a5cfe1-5f00-44b4-9ef4-7e863cfac87e,61ca42f7-c430-4a53-8f63-a00d720b57bd,aa98af01-abfc-4bc7-8609-c28d6f16098b,allow,,,2.0,2020-02-20,2020-02-26,PayPal
1ffdebd8-ca70-473c-8ce0-8e3afa07e8a8,f7baf148-d619-4e25-b625-003ed19691ba,c7d714a7-2f8e-4372-afe4-fbf08a39f25c,film,without,972.64,3.0,2022-03-02,2022-03-05,Credit Card
c4adb0c8-18ba-44c0-beb7-b1af8ba07cc6,b3e28873-8eee-4f4f-98d8-a343229bfbbd,710349c4-b940-4ed5-a3bd-07102607ea53,after,some,894.42,10.0,,,Credit Card
b5944d29-c167-44ee-b84f-79acc9a5cd72,8182457d-0e0a-49ef-a217-b435f2ce1062,8342ee2e-94a5-43d8-b51a-7f255767e29b,street,particularly,306.92,8.0,2022-01-21,2022-01-26,Credit Card
abccf371-e6f3-41b1-8348-96f91f15a3f7,e97a1a92-130d-435a-8bbb-4f0d09a4f860,f7998ffb-aef5-4594-ac17-ef1035df8099,debate,else,516.56,8.0,2023-02-11,2023-02-19,Cash
edb94f9c-a064-4cd9-be00-c760282105f9,855e9c81-b690-4614-8269-f3c520bf4089,070cd37e-dc35-4984-a6c8-df8db9e7c0fc,realize,change,368.17,2.0,2020-05-05,2020-05-14,Cash
393823ec-25fb-434f-841b-61748a1b269b,2fa30061-d845-4754-9908-cbe1ce544acd,fa764273-6c9f-4452-b3f0-8531d28e78be,free,responsibility,333.42,9.0,2023-11-07,2023-11-15,Cash
,,1f0ed54f-1e0b-442d-bd7a-fcef733c1ac5,represent,everything,196.26,9.0,2023-09-08,2023-09-09,Cash
d09caaf6-cbd2-4683-912d-f3cbd9381bd2,30c67a48-2500-4060-b6f8-8981a17f2c58,77a64e0d-ade4-4961-9fa6-3c0a9ba9f20a,store,outside,519.95,5.0,2022-01-28,2022-02-05,PayPal
e9ae4e3c-c8b5-48b3-9051-de534771e25b,b35230d0-c99f-4244-b56c-6e99d1d77443,f02976c3-45d9-4daa-824b-532ab11180af,professor,maybe,174.14,8.0,2023-05-18,2023-05-23,
2819366e-7a5c-4664-85da-afd34b4586b2,a7de470e-7299-42ac-be1b-66dd9d52d85b,9369cee3-ef4b-459d-aa32-c784b8c7f0dc,star,ball,499.1,10.0,2022-03-18,2022-03-22,Cash
5e57f575-ad1c-46c5-a544-9de4f0ca66b9,81d8cbf8-53df-4aeb-8e22-8c39c70478db,46e80fa1-492a-4a32-8d30-c2154d4b7b20,sometimes,,900.96,2.0,2020-04-18,2020-04-18,PayPal
66c8ee65-c907-4407-9578-3bec6df6ec60,5e4fb1d2-eba9-4d93-b79d-8c0a4a4c65b3,dcc63a85-24b3-41a9-82e6-4868995e5e07,color,force,901.5,5.0,2020-10-30,,
66588b05-0706-432e-b5c0-8e07da79e29b,0e0466c9-af6d-4a13-b567-4895850adae4,676aea5d-95b7-490b-8a95-f779a232e1c3,rock,image,215.88,7.0,2023-07-06,,Credit Card
24c08b0d-aa88-447d-9e13-ddf2510d59af,ceae6228-a150-473a-a6c3-9a6af2d0667d,c9d4b40e-10f5-4e77-b94c-8911f9808a8d,type,stuff,365.53,3.0,2021-05-16,2021-05-18,
4c076fa4-5c0d-4597-a848-ce2339be5914,165f744a-3fe6-4cb9-8b09-a4c558f7742f,6245bf67-818a-4d49-bc08-3084b7b62326,push,truth,599.96,1.0,2023-05-17,2023-05-24,Cash
,8e97bd05-bf58-4ce8-9f89-5c1a2488201f,338a0925-37ae-4b3a-af5e-0d8df63f7937,,,178.32,4.0,2023-04-23,2023-05-01,Cash
3d6629da-8a55-4954-8fef-fae65ce8afea,971f0d11-f5c7-482d-be31-90b094007774,a2c61565-1f03-4f00-9c1e-2c79744c61ee,capital,describe,13.8,10.0,2021-05-31,2021-06-09,Credit Card
b6776e2d-bbf7-474f-ba45-51c5c24c3667,1d7300e7-ec89-4932-80b9-bc0cccf6f079,545a96ae-0483-4db3-9a12-1d924a726127,,do,54.24,9.0,2021-09-14,2021-09-21,Cash
c11e7e9f-5903-4156-acf0-cd2b66b4479a,b3037d12-5671-40ed-916d-5a167a1c1846,bf3f4e11-ef7a-46ec-a842-715ab160e837,parent,couple,762.2,3.0,2022-09-24,2022-09-30,Cash
46f16898-d1cf-43b3-9a73-771cdbf413a0,f0e4a53e-f8a7-44e3-9073-7433184e00b5,2b3fe03b-f12e-479f-92d1-8810b676fe98,open,case,496.41,6.0,,,Credit Card
915c8b89-4d57-4d58-9802-54be12929bac,7952ed22-095f-4e9b-8ef2-193826ece842,a6f36251-dbe7-4196-a8eb-4b93a0e02be9,by,future,822.62,1.0,2022-06-02,2022-06-05,Credit Card
831a6dbc-e157-4fe9-bde2-866d904d0ab3,b3dab6bc-24cb-4218-9449-bfaec26858e7,d998297b-d2dc-48e1-9a61-9ab5e5a09d7c,field,,141.26,9.0,2022-02-13,2022-02-16,Cash
19a2022f-ef08-4b5d-804f-360cbb12f16f,338eb0b7-af94-41b9-98ee-e6b680727eed,967c8bb4-b75d-4b99-bdc2-5b1374be7969,,then,552.98,10.0,2020-12-18,2020-12-20,Cash
395fefd0-3422-426f-a507-f3cb3cd7ef57,66e6de71-aeb3-4582-857a-c4672ba2e668,07d9cbb2-43c2-4f72-aadb-f5b5d25f90f2,nearly,long,982.65,10.0,2020-06-23,2020-06-24,Cash
7a301f08-4e1b-417d-bfa8-1191ff6da826,4fe26884-ceb8-40cf-b06b-51503b348bc6,fcb1e8c2-8a5d-4443-b782-44a250799025,behavior,learn,,7.0,2021-01-30,2021-02-01,Credit Card
b39aecf0-58dc-4003-b19e-88105382a69f,ff0b1b1b-4430-435a-9fa3-7ec9362acc85,d5223702-1210-4f37-b0ce-28c0b111aaa4,meet,less,,,2020-06-30,2020-07-01,Credit Card
69ac7c40-5a78-4bee-b8a1-e96299584d39,,92535d36-9452-4635-b0d5-92ef03e161ca,although,cell,855.59,6.0,2020-06-01,2020-06-08,Credit Card
ee7e1ba2-b770-4361-9439-b63e3ef8532e,ac5ba34a-07b0-40eb-810d-b8112c6bff5e,c01bf83c-b8d2-4248-abc8-9f40add052d8,age,energy,752.85,,2020-06-07,2020-06-09,Cash
c9092fbd-a0cb-43a3-9683-e7c98abb57d5,b5987e63-53a9-4e57-8a62-01214a5503ad,fb2b7472-da34-4b8b-9b60-66f3d5659c28,detail,type,276.68,6.0,2022-09-28,2022-09-30,Credit Card
633d8295-4dcb-4cfc-a79a-af07b322c565,b164bd3e-abdc-4227-9b81-318250e76f2a,cebfa369-278f-4887-a67b-e9e48818ceb2,else,protect,64.92,2.0,,,Cash
7f913f9c-bbd2-44c5-a210-0142de132d47,7396ad86-485e-46a5-97f4-0aaee3504456,2ec1446e-33da-4167-bdbe-cd2ddf7c6283,good,my,760.12,10.0,2020-04-23,2020-04-24,PayPal
d1111e8d-d975-4a8e-9717-446a9a374d3d,4ce21714-fb6b-4390-b6d6-aa8b61422699,fdc5308c-8517-4e00-bfbc-366287c06784,serve,school,392.86,10.0,2023-07-20,2023-07-22,Credit Card
a5919ab1-5c6d-426a-9a98-cd4a6a75001f,ea3a2e80-4a0f-4ad8-a8b4-12584ce20b0e,cab0e71a-c237-4cfd-9cd8-8fd4c7fb5d6a,seem,,,,2021-01-26,2021-02-03,Cash
58a1a36d-03bd-4f83-adc8-48341935da01,5c0f7617-150d-41fc-a8e3-6a60a7c2560f,,garden,,429.06,9.0,2021-10-20,2021-10-29,Credit Card
b8eb04b1-b089-47b6-9bc3-f3b34ee79eb0,c9b82aca-716c-4f2f-a1c9-c29aae3eee94,bdd9c0e0-4493-40c3-a509-bb0abc46d2f2,visit,black,530.67,8.0,2020-10-01,2020-10-04,Credit Card
4827d46d-6459-49a8-bd4c-49f8eebc9c3e,2d716158-ab11-4375-9da1-604afcff037a,,chance,according,317.59,3.0,2022-05-08,,PayPal
